id,ride_id,customer_id,driver_id,pickup_area,dropoff_area,ride_start_time,ride_end_time,ride_duration_minutes,distance_km,fare_bdt,driver_rating,customer_rating,ride_status,cancellation_reason,payment_method
5881,R_205881,C_3844,D_3552,Cantonment,Farmgate,2024-02-28 04:56:00,2024-02-28 05:07:00,11,4.34,124.21,4.1,3.5,Completed,,Pathao Pay
5882,R_205882,C_2739,D_3540,Uttara,Mirpur,2024-02-10 23:51:00,2024-02-11 00:40:00,49,21.12,463.53,4.1,4.8,Completed,,Cash
5883,R_205883,C_4320,D_3242,Uttara,Savar,2024-10-09 13:31:00,2024-10-09 14:32:00,61,18.44,379.56,3.8,3.2,Canceled,Long waiting time,Pathao Pay
5884,R_205884,C_2535,D_3025,Dhanmondi,Mohakhali,2024-12-25 08:02:00,2024-12-25 08:21:00,19,7.68,230.77,3.9,4.7,Completed,,Nagad
5885,R_205885,C_3083,D_3285,Motijheel,Bashundhara R/A,2024-02-10 00:01:00,2024-02-10 00:58:00,57,20.49,633.01,3.4,4.5,Completed,,Pathao Pay
5886,R_205886,C_2412,D_3625,Uttara,Old Dhaka,2024-02-26 17:48:00,2024-02-26 18:22:00,34,11.49,345.65,4.1,4.6,Completed,,Card
5887,R_205887,C_2124,D_3439,Bashundhara R/A,Mirpur,2024-06-30 11:17:00,2024-06-30 11:48:00,31,8.8,260.6,4.1,3.1,Completed,,Nagad
5888,R_205888,C_4484,D_3613,Bashundhara R/A,Baridhara,2024-09-17 15:25:00,2024-09-17 15:53:00,28,9.72,316.23,4.8,4,Completed,,bKash
5889,R_205889,C_3624,D_3204,Gulshan,Motijheel,2024-06-02 19:16:00,2024-06-02 20:17:00,61,13.41,403.06,3,4.6,Canceled,Traffic,Pathao Pay
5890,R_205890,C_4199,D_3529,Banani,Motijheel,2024-03-29 17:54:00,2024-03-29 18:53:00,59,10.74,305.72,4.3,4.5,Completed,,Pathao Pay
5891,R_205891,C_2837,D_3009,Savar,Bashundhara R/A,2024-05-09 18:03:00,2024-05-09 18:25:00,22,7.5,207.44,4.9,3.7,Completed,,Pathao Pay
5892,R_205892,C_4169,D_3144,Cantonment,Banani,2024-03-29 12:08:00,2024-03-29 13:18:00,70,29.98,616.38,3.8,4.2,Completed,,Nagad
5893,R_205893,C_4397,D_3197,Old Dhaka,Bashundhara R/A,2024-10-13 12:53:00,2024-10-13 13:01:00,8,2.6,85.88,3.9,4.1,Canceled,Traffic,Card
5894,R_205894,C_2375,D_3547,Old Dhaka,Motijheel,2024-02-01 13:45:00,2024-02-01 14:25:00,40,10.94,256.63,4.7,4,Completed,,Cash
5895,R_205895,C_3201,D_3421,Cantonment,Mirpur,2024-11-22 01:54:00,2024-11-22 02:46:00,52,14.23,413.27,4.5,3.6,Completed,,Pathao Pay
5896,R_205896,C_3131,D_3107,Dhanmondi,Uttara,2024-07-28 18:33:00,2024-07-28 18:59:00,26,8.25,253.21,3.4,3.6,Completed,,bKash
5897,R_205897,C_3323,D_3284,Motijheel,Rampura,2024-06-06 23:45:00,2024-06-07 00:41:00,56,15.86,427.59,4.5,3.8,Canceled,Driver no-show,bKash
5898,R_205898,C_3619,D_3673,Khilgaon,Rampura,2024-01-26 13:30:00,2024-01-26 14:36:00,66,19.88,615.99,3.2,3,Completed,,Card
5899,R_205899,C_4099,D_3670,Mohakhali,Dhanmondi,2024-04-28 23:48:00,2024-04-29 00:45:00,57,22.1,617.93,4.1,5,Completed,,bKash
5900,R_205900,C_3711,D_3474,Mirpur,Savar,2024-05-03 17:24:00,2024-05-03 17:56:00,32,7.53,212.07,4.7,3,Canceled,Customer changed mind,bKash
5901,R_205901,C_2291,D_3682,Motijheel,Mirpur,2024-09-12 17:50:00,2024-09-12 18:00:00,10,2.05,81.48,4.6,3.5,Completed,,Pathao Pay
5902,R_205902,C_3974,D_3306,Uttara,Gulshan,2024-03-30 00:34:00,2024-03-30 00:43:00,9,2.05,90.56,4.4,4.6,Completed,,Card
5903,R_205903,C_3111,D_3662,Bashundhara R/A,Old Dhaka,2024-06-05 07:25:00,2024-06-05 08:02:00,37,12.11,276.92,3.2,5,Completed,,Nagad
5904,R_205904,C_3235,D_3700,Farmgate,Bashundhara R/A,2024-08-19 20:36:00,2024-08-19 20:42:00,6,2.34,70.81,3.7,3.6,Completed,,Nagad
5905,R_205905,C_2101,D_3389,Mirpur,Bashundhara R/A,2024-07-29 08:44:00,2024-07-29 09:19:00,35,13.26,395.92,4,4,Completed,,Card
5906,R_205906,C_3151,D_3631,Old Dhaka,Farmgate,2024-07-04 11:03:00,2024-07-04 12:07:00,64,14.19,357.85,4.5,3.6,Completed,,Card
5907,R_205907,C_3287,D_3401,Gulshan,Cantonment,2024-07-10 05:11:00,2024-07-10 05:40:00,29,6.8,237.85,3.6,3.8,Completed,,Cash
5908,R_205908,C_2933,D_3645,Cantonment,Savar,2024-12-19 10:25:00,2024-12-19 10:43:00,18,6.73,204.08,4.8,3.7,Completed,,Cash
5909,R_205909,C_2790,D_3337,Old Dhaka,Gulshan,2024-04-20 00:57:00,2024-04-20 01:52:00,55,16.8,400.64,4.7,4.6,Completed,,Nagad
5910,R_205910,C_3576,D_3187,Mirpur,Cantonment,2024-04-25 22:59:00,2024-04-26 00:04:00,65,27.93,696.56,3.3,4.2,Completed,,Cash
5911,R_205911,C_2463,D_3548,Savar,Rampura,2024-10-01 03:09:00,2024-10-01 04:23:00,74,27.65,550.98,4,4,Completed,,Card
5912,R_205912,C_4467,D_3625,Savar,Farmgate,2024-06-18 12:14:00,2024-06-18 13:29:00,75,25.32,652.63,4.5,4.9,Completed,,Cash
5913,R_205913,C_4243,D_3365,Farmgate,Baridhara,2024-09-30 15:11:00,2024-09-30 15:58:00,47,19.98,386.87,3.2,4.6,Completed,,bKash
5914,R_205914,C_2972,D_3213,Motijheel,Old Dhaka,2024-03-06 06:39:00,2024-03-06 07:28:00,49,9.78,312.52,3.4,4.9,Completed,,bKash
5915,R_205915,C_3717,D_3658,Old Dhaka,Savar,2024-04-11 14:26:00,2024-04-11 15:41:00,75,16.44,369.17,3.1,3.5,Completed,,bKash
5916,R_205916,C_2377,D_3662,Gulshan,Mirpur,2024-02-15 12:33:00,2024-02-15 13:06:00,33,11.11,290.54,4.5,3.7,Completed,,bKash
5917,R_205917,C_3139,D_3295,Old Dhaka,Dhanmondi,2024-01-27 18:50:00,2024-01-27 19:20:00,30,6.92,209.81,3.6,4.8,Completed,,Nagad
5918,R_205918,C_3001,D_3092,Baridhara,Rampura,2024-12-11 14:23:00,2024-12-11 15:37:00,74,14.37,381.41,3.8,3.4,Completed,,Cash
5919,R_205919,C_2866,D_3443,Mohakhali,Baridhara,2024-01-02 00:14:00,2024-01-02 01:06:00,52,17.86,502.22,3.5,3.9,Completed,,Card
5920,R_205920,C_3546,D_3615,Bashundhara R/A,Mirpur,2024-06-01 04:21:00,2024-06-01 05:24:00,63,26.43,618.1,3.2,3.4,Completed,,Card
5921,R_205921,C_2277,D_3071,Khilgaon,Dhanmondi,2024-12-16 22:54:00,2024-12-16 23:41:00,47,15.46,419.23,3.2,4.7,Completed,,Card
5922,R_205922,C_2903,D_3307,Baridhara,Khilgaon,2024-10-22 15:23:00,2024-10-22 16:02:00,39,7.73,198.17,3.4,3.7,Completed,,bKash
5923,R_205923,C_3544,D_3202,Old Dhaka,Gulshan,2024-05-20 17:07:00,2024-05-20 18:10:00,63,17.06,399.66,4.7,4.7,Completed,,Cash
5924,R_205924,C_2706,D_3622,Banani,Khilgaon,2024-02-12 01:23:00,2024-02-12 02:05:00,42,16.05,332.3,4.9,3.6,Completed,,bKash
5925,R_205925,C_3447,D_3031,Uttara,Farmgate,2024-03-22 02:30:00,2024-03-22 03:06:00,36,11.86,303.72,4.2,5,Completed,,Pathao Pay
5926,R_205926,C_3919,D_3366,Bashundhara R/A,Khilgaon,2024-05-08 06:11:00,2024-05-08 06:37:00,26,5.19,169.81,3.8,4.8,Completed,,bKash
5927,R_205927,C_2608,D_3389,Motijheel,Savar,2024-05-24 02:26:00,2024-05-24 03:28:00,62,14,286.92,3.1,3.8,Completed,,Nagad
5928,R_205928,C_2263,D_3336,Mirpur,Bashundhara R/A,2024-01-19 06:11:00,2024-01-19 06:34:00,23,6.87,177.72,4.8,3.7,Completed,,Card
5929,R_205929,C_2671,D_3103,Bashundhara R/A,Uttara,2024-11-17 04:21:00,2024-11-17 05:32:00,71,15.27,431.29,3.3,3.3,Completed,,Card
5930,R_205930,C_3053,D_3146,Old Dhaka,Khilgaon,2024-12-02 09:52:00,2024-12-02 10:15:00,23,10.05,232.8,3.7,4.3,Canceled,Long waiting time,Pathao Pay
5931,R_205931,C_2922,D_3151,Banani,Cantonment,2024-03-27 03:42:00,2024-03-27 04:19:00,37,9.44,294.99,4.3,3.9,Completed,,Nagad
5932,R_205932,C_4208,D_3459,Gulshan,Motijheel,2024-07-12 15:09:00,2024-07-12 16:21:00,72,13.19,328.85,4.7,4.5,Completed,,Card
5933,R_205933,C_3255,D_3631,Dhanmondi,Gulshan,2024-03-14 01:23:00,2024-03-14 01:48:00,25,9.87,240.42,4.5,4.8,Completed,,Pathao Pay
5934,R_205934,C_4122,D_3188,Baridhara,Dhanmondi,2024-08-29 19:09:00,2024-08-29 19:24:00,15,4.75,165.78,4.5,3.8,Completed,,Card
5935,R_205935,C_3439,D_3396,Gulshan,Old Dhaka,2024-04-12 22:30:00,2024-04-12 23:31:00,61,13.07,270.42,4.3,4.6,Canceled,Long waiting time,Cash
5936,R_205936,C_3258,D_3056,Uttara,Cantonment,2024-10-07 08:43:00,2024-10-07 09:13:00,30,5.47,175.27,4.5,3.5,Completed,,Nagad
5937,R_205937,C_3512,D_3377,Dhanmondi,Mohakhali,2024-02-02 16:54:00,2024-02-02 17:58:00,64,22.61,509.89,4.9,4.1,Completed,,bKash
5938,R_205938,C_3809,D_3132,Khilgaon,Mohakhali,2024-12-30 17:46:00,2024-12-30 18:39:00,53,21.84,424.06,4.2,4.3,Completed,,bKash
5939,R_205939,C_3796,D_3655,Cantonment,Gulshan,2024-10-23 16:12:00,2024-10-23 17:15:00,63,24.41,483.08,3,3.5,Completed,,Cash
5940,R_205940,C_3779,D_3182,Uttara,Old Dhaka,2024-06-06 12:51:00,2024-06-06 13:09:00,18,7.1,239.55,3.8,4.5,Completed,,Pathao Pay
5941,R_205941,C_2936,D_3285,Mirpur,Farmgate,2024-11-06 18:21:00,2024-11-06 19:14:00,53,20.4,639.94,5,3.4,Completed,,bKash
5942,R_205942,C_2293,D_3212,Khilgaon,Farmgate,2024-11-12 07:42:00,2024-11-12 08:44:00,62,19.96,587.69,3.9,3.1,Completed,,Nagad
5943,R_205943,C_2184,D_3697,Old Dhaka,Dhanmondi,2024-09-21 03:12:00,2024-09-21 03:37:00,25,4.57,165.56,5,3.7,Completed,,Cash
5944,R_205944,C_3582,D_3619,Motijheel,Mohakhali,2024-10-15 06:39:00,2024-10-15 06:54:00,15,6.35,211.46,4.1,3.3,Completed,,Cash
5945,R_205945,C_2070,D_3012,Dhanmondi,Baridhara,2024-05-26 10:30:00,2024-05-26 11:16:00,46,20.07,401.89,4.9,3.5,Completed,,Nagad
5946,R_205946,C_3845,D_3656,Savar,Old Dhaka,2024-09-18 21:14:00,2024-09-18 22:25:00,71,29.48,813.78,3.9,4.3,Completed,,bKash
5947,R_205947,C_4135,D_3348,Farmgate,Savar,2024-05-04 01:45:00,2024-05-04 02:13:00,28,7.8,194.23,3.4,4.6,Completed,,Pathao Pay
5948,R_205948,C_2778,D_3258,Baridhara,Mirpur,2024-08-24 19:22:00,2024-08-24 19:40:00,18,3.63,131.06,4.7,4.9,Canceled,Long waiting time,Pathao Pay
5949,R_205949,C_2463,D_3099,Cantonment,Savar,2024-09-01 08:36:00,2024-09-01 09:35:00,59,15.11,404.81,3.1,4,Completed,,Pathao Pay
5950,R_205950,C_2818,D_3576,Banani,Uttara,2024-04-13 21:27:00,2024-04-13 22:22:00,55,24.13,632.33,3.6,4.9,Completed,,Cash
5951,R_205951,C_2924,D_3537,Savar,Gulshan,2024-11-10 18:53:00,2024-11-10 19:15:00,22,9.28,263.23,4.5,3.4,Completed,,bKash
5952,R_205952,C_2934,D_3586,Baridhara,Old Dhaka,2024-07-10 05:23:00,2024-07-10 05:47:00,24,9.47,276.51,3.4,4.6,Completed,,Cash
5953,R_205953,C_2955,D_3156,Farmgate,Dhanmondi,2024-02-24 02:03:00,2024-02-24 02:13:00,10,2.91,115.38,3.5,3.1,Completed,,Card
5954,R_205954,C_2375,D_3335,Mohakhali,Dhanmondi,2024-03-14 16:36:00,2024-03-14 17:11:00,35,15.53,355.08,4.7,3.3,Completed,,Cash
5955,R_205955,C_2777,D_3193,Khilgaon,Gulshan,2024-09-18 14:50:00,2024-09-18 16:04:00,74,24.78,584.56,4.1,4.5,Completed,,Pathao Pay
5956,R_205956,C_2516,D_3379,Savar,Cantonment,2024-06-18 13:59:00,2024-06-18 14:40:00,41,15.16,360.36,3.6,4.8,Canceled,Traffic,Card
5957,R_205957,C_3726,D_3608,Old Dhaka,Rampura,2024-12-28 17:02:00,2024-12-28 17:58:00,56,22.95,515.05,4.3,4,Completed,,bKash
5958,R_205958,C_4423,D_3492,Motijheel,Mohakhali,2024-08-03 03:44:00,2024-08-03 04:49:00,65,15.27,334.79,4.2,3.8,Completed,,Pathao Pay
5959,R_205959,C_2708,D_3062,Khilgaon,Mohakhali,2024-11-01 21:50:00,2024-11-01 22:53:00,63,23.57,525.08,4.1,4.5,Completed,,Nagad
5960,R_205960,C_3155,D_3205,Dhanmondi,Baridhara,2024-05-09 19:43:00,2024-05-09 20:45:00,62,16.31,338.84,3.9,3.3,Completed,,Nagad
5961,R_205961,C_2408,D_3493,Khilgaon,Mirpur,2024-01-30 10:41:00,2024-01-30 10:52:00,11,3.92,135.24,5,5,Completed,,Cash
5962,R_205962,C_3886,D_3487,Bashundhara R/A,Farmgate,2024-07-28 19:36:00,2024-07-28 19:46:00,10,3.69,97.14,4,4,Completed,,Cash
5963,R_205963,C_4340,D_3404,Savar,Cantonment,2024-05-01 15:17:00,2024-05-01 16:20:00,63,17.14,374.66,3.3,4.9,Completed,,bKash
5964,R_205964,C_2175,D_3442,Rampura,Mohakhali,2024-03-15 04:21:00,2024-03-15 05:13:00,52,14.29,340.74,3.5,4.9,Completed,,Pathao Pay
5965,R_205965,C_3781,D_3154,Banani,Bashundhara R/A,2024-07-14 16:09:00,2024-07-14 17:06:00,57,22.59,597.64,3.3,4.9,Completed,,Cash
5966,R_205966,C_3180,D_3376,Motijheel,Banani,2024-06-24 21:04:00,2024-06-24 22:11:00,67,25.95,597.8,4,5,Completed,,Nagad
5967,R_205967,C_2622,D_3096,Motijheel,Bashundhara R/A,2024-12-23 05:02:00,2024-12-23 06:00:00,58,15.24,473.08,3.7,3.8,Completed,,Cash
5968,R_205968,C_4076,D_3336,Motijheel,Banani,2024-02-05 14:45:00,2024-02-05 15:42:00,57,22.17,504.43,3.5,3.6,Completed,,bKash
5969,R_205969,C_4370,D_3013,Rampura,Farmgate,2024-04-17 08:12:00,2024-04-17 09:11:00,59,19.24,556.75,4.9,4.9,Canceled,Incorrect pickup location,Cash
5970,R_205970,C_3758,D_3595,Bashundhara R/A,Mirpur,2024-06-27 09:15:00,2024-06-27 10:10:00,55,20.96,625.17,5,3.6,Completed,,Pathao Pay
5971,R_205971,C_2886,D_3345,Rampura,Savar,2024-01-15 21:08:00,2024-01-15 22:20:00,72,21.14,597.43,3.9,4,Completed,,Nagad
5972,R_205972,C_2218,D_3589,Savar,Dhanmondi,2024-01-03 10:08:00,2024-01-03 11:01:00,53,15.52,387.98,4.3,3,Completed,,Cash
5973,R_205973,C_2967,D_3619,Gulshan,Uttara,2024-12-06 23:54:00,2024-12-07 00:34:00,40,10.62,236.26,3.3,4.8,Completed,,Card
5974,R_205974,C_2001,D_3028,Old Dhaka,Gulshan,2024-09-06 09:51:00,2024-09-06 10:12:00,21,5.5,132.65,3.6,3.1,Completed,,Nagad
5975,R_205975,C_3709,D_3675,Cantonment,Gulshan,2024-07-21 03:25:00,2024-07-21 03:48:00,23,9.17,287.84,3.9,4.2,Completed,,Card
5976,R_205976,C_3609,D_3206,Old Dhaka,Savar,2024-07-15 13:38:00,2024-07-15 14:15:00,37,14.91,314.35,4.7,4.1,Canceled,Long waiting time,Card
5977,R_205977,C_4463,D_3473,Rampura,Gulshan,2024-11-02 02:08:00,2024-11-02 02:13:00,5,1.58,82.52,4.9,4.2,Canceled,Incorrect pickup location,Cash
5978,R_205978,C_3455,D_3090,Motijheel,Farmgate,2024-08-09 07:01:00,2024-08-09 08:10:00,69,14.84,370.44,4.4,4.8,Completed,,Cash
5979,R_205979,C_2765,D_3479,Uttara,Motijheel,2024-04-16 20:18:00,2024-04-16 20:58:00,40,8.34,228.4,4.5,3.8,Canceled,Customer changed mind,Cash
5980,R_205980,C_2941,D_3178,Farmgate,Motijheel,2024-11-16 13:36:00,2024-11-16 14:40:00,64,16.1,343.05,4,3.2,Completed,,Cash
5981,R_205981,C_2712,D_3199,Dhanmondi,Cantonment,2024-01-05 11:24:00,2024-01-05 12:39:00,75,29.33,719.7,3.1,4.4,Completed,,Nagad
5982,R_205982,C_3884,D_3026,Bashundhara R/A,Khilgaon,2024-03-08 14:28:00,2024-03-08 14:39:00,11,3,119.5,4.5,3.9,Completed,,Nagad
5983,R_205983,C_3582,D_3236,Cantonment,Old Dhaka,2024-10-19 08:30:00,2024-10-19 09:25:00,55,18.66,549.08,4.6,3.4,Completed,,Card
5984,R_205984,C_2189,D_3627,Khilgaon,Rampura,2024-03-29 00:05:00,2024-03-29 00:10:00,5,1.78,65.6,4.2,3.6,Completed,,Cash
5985,R_205985,C_2432,D_3529,Motijheel,Dhanmondi,2024-07-17 10:43:00,2024-07-17 11:17:00,34,6.78,227.45,3.5,4.4,Completed,,bKash
5986,R_205986,C_2994,D_3314,Mohakhali,Khilgaon,2024-11-21 23:16:00,2024-11-22 00:30:00,74,30.04,687.18,3.8,3.9,Completed,,bKash
5987,R_205987,C_2970,D_3556,Baridhara,Mirpur,2024-10-07 14:57:00,2024-10-07 16:03:00,66,24.59,730.8,4.9,4.7,Completed,,Card
5988,R_205988,C_4084,D_3243,Bashundhara R/A,Baridhara,2024-07-13 21:34:00,2024-07-13 22:29:00,55,20.39,611.16,3.1,4.9,Completed,,Card
5989,R_205989,C_2336,D_3602,Khilgaon,Motijheel,2024-05-15 16:57:00,2024-05-15 18:02:00,65,16.83,489.8,3.6,3.5,Completed,,Cash
5990,R_205990,C_2332,D_3317,Motijheel,Gulshan,2024-06-09 14:39:00,2024-06-09 15:11:00,32,8.35,287.01,4.4,3.7,Completed,,Pathao Pay
5991,R_205991,C_3131,D_3014,Mirpur,Dhanmondi,2024-04-11 01:38:00,2024-04-11 02:38:00,60,25.53,732.77,4.8,3.6,Canceled,Driver no-show,Nagad
5992,R_205992,C_3470,D_3681,Uttara,Savar,2024-10-14 06:00:00,2024-10-14 06:43:00,43,13.71,330.86,3.4,3.4,Completed,,Nagad
5993,R_205993,C_4078,D_3660,Uttara,Motijheel,2024-03-01 04:38:00,2024-03-01 05:25:00,47,9.53,306.12,4.8,3.1,Completed,,Card
5994,R_205994,C_2216,D_3015,Baridhara,Khilgaon,2024-12-29 11:29:00,2024-12-29 12:10:00,41,12.55,388.62,4.2,4.9,Completed,,Cash
5995,R_205995,C_2275,D_3111,Cantonment,Mohakhali,2024-01-15 00:03:00,2024-01-15 01:14:00,71,16.36,464.87,3.7,3.8,Completed,,Nagad
5996,R_205996,C_4392,D_3672,Gulshan,Khilgaon,2024-01-07 00:45:00,2024-01-07 01:48:00,63,11.5,342.09,4.5,4.6,Completed,,Card
5997,R_205997,C_2579,D_3178,Mirpur,Gulshan,2024-07-16 10:55:00,2024-07-16 11:20:00,25,5.18,166.2,4,3.7,Completed,,Card
5998,R_205998,C_3985,D_3688,Gulshan,Bashundhara R/A,2024-04-02 06:46:00,2024-04-02 07:28:00,42,10.65,235.47,4.8,4.4,Completed,,Pathao Pay
5999,R_205999,C_2084,D_3564,Mohakhali,Khilgaon,2024-06-29 01:03:00,2024-06-29 01:08:00,5,1.69,51.47,4.2,3.4,Completed,,Nagad
6000,R_206000,C_3242,D_3456,Mirpur,Mohakhali,2024-09-13 15:43:00,2024-09-13 16:28:00,45,9.4,222.93,3.2,4.4,Completed,,Card
6001,R_206001,C_2136,D_3208,Mohakhali,Savar,2024-12-18 20:48:00,2024-12-18 22:00:00,72,16.48,336.37,4,3.1,Canceled,Traffic,Cash
6002,R_206002,C_2538,D_3413,Dhanmondi,Cantonment,2024-01-12 13:10:00,2024-01-12 14:25:00,75,33.31,821.82,3.7,3.3,Completed,,Cash
6003,R_206003,C_2233,D_3412,Uttara,Baridhara,2024-03-01 21:32:00,2024-03-01 22:32:00,60,18.59,367.81,5,4.1,Completed,,Pathao Pay
6004,R_206004,C_3451,D_3007,Farmgate,Dhanmondi,2024-01-19 14:57:00,2024-01-19 15:08:00,11,2.23,78.88,3.8,3.1,Completed,,Nagad
6005,R_206005,C_2381,D_3385,Gulshan,Mohakhali,2024-12-18 17:50:00,2024-12-18 18:06:00,16,6.59,162.56,4.9,4.9,Completed,,Card
6006,R_206006,C_3720,D_3519,Farmgate,Baridhara,2024-03-15 10:00:00,2024-03-15 10:26:00,26,8.06,206.31,4,3.9,Completed,,Card
6007,R_206007,C_3774,D_3187,Motijheel,Old Dhaka,2024-02-27 05:28:00,2024-02-27 06:39:00,71,23.61,602.72,4.7,3.7,Completed,,Cash
6008,R_206008,C_3550,D_3496,Uttara,Farmgate,2024-10-25 16:35:00,2024-10-25 17:46:00,71,17.31,405.06,4.8,4.2,Completed,,Nagad
6009,R_206009,C_4116,D_3429,Uttara,Savar,2024-02-02 02:29:00,2024-02-02 03:35:00,66,25.79,765.68,4,4.9,Canceled,Incorrect pickup location,Pathao Pay
6010,R_206010,C_4208,D_3191,Dhanmondi,Baridhara,2024-11-08 17:54:00,2024-11-08 18:57:00,63,26.24,700.62,3.3,3.1,Completed,,Card
6011,R_206011,C_2789,D_3203,Motijheel,Mirpur,2024-05-16 14:22:00,2024-05-16 15:04:00,42,16.98,448.65,4,4.5,Completed,,Cash
6012,R_206012,C_3245,D_3233,Khilgaon,Savar,2024-02-23 12:54:00,2024-02-23 13:52:00,58,12.26,380.65,4.5,3.6,Completed,,bKash
6013,R_206013,C_3845,D_3150,Khilgaon,Dhanmondi,2024-11-29 16:45:00,2024-11-29 17:15:00,30,8.44,204.96,4.3,3.9,Completed,,bKash
6014,R_206014,C_4026,D_3079,Khilgaon,Mirpur,2024-07-10 17:22:00,2024-07-10 18:28:00,66,28.93,803.46,3.4,4.8,Completed,,Cash
6015,R_206015,C_3243,D_3396,Uttara,Old Dhaka,2024-12-06 03:29:00,2024-12-06 04:17:00,48,19.67,397.65,4,3.7,Canceled,Customer changed mind,bKash
6016,R_206016,C_2961,D_3376,Banani,Gulshan,2024-07-14 08:08:00,2024-07-14 08:23:00,15,5.64,195.16,3.8,3.3,Completed,,Pathao Pay
6017,R_206017,C_4212,D_3644,Khilgaon,Rampura,2024-08-14 01:04:00,2024-08-14 02:08:00,64,13.02,360.57,4.4,4.2,Completed,,Nagad
6018,R_206018,C_4250,D_3136,Motijheel,Gulshan,2024-08-20 10:54:00,2024-08-20 11:12:00,18,5.57,144.51,3.2,3.6,Canceled,Long waiting time,Cash
6019,R_206019,C_2349,D_3558,Motijheel,Mohakhali,2024-08-30 00:59:00,2024-08-30 01:10:00,11,3.19,123.36,4.3,3.4,Completed,,Pathao Pay
6020,R_206020,C_4380,D_3570,Baridhara,Farmgate,2024-05-11 15:33:00,2024-05-11 16:26:00,53,21.68,473.94,3.8,3.3,Completed,,Pathao Pay
6021,R_206021,C_3159,D_3438,Rampura,Mirpur,2024-11-22 05:51:00,2024-11-22 06:22:00,31,7.3,218.65,3.1,3.9,Completed,,Nagad
6022,R_206022,C_2580,D_3156,Farmgate,Dhanmondi,2024-12-29 23:23:00,2024-12-30 00:02:00,39,11.09,270.53,4.1,4.9,Completed,,Nagad
6023,R_206023,C_3729,D_3090,Savar,Mohakhali,2024-01-19 06:16:00,2024-01-19 06:31:00,15,3.78,123.46,4.1,4.2,Canceled,Customer changed mind,Cash
6024,R_206024,C_2702,D_3028,Dhanmondi,Rampura,2024-02-14 23:24:00,2024-02-14 23:51:00,27,9.86,242.65,4.6,3.4,Canceled,Traffic,bKash
6025,R_206025,C_3931,D_3652,Motijheel,Mohakhali,2024-03-06 11:37:00,2024-03-06 12:14:00,37,8.46,250.98,4.1,5,Completed,,Card
6026,R_206026,C_2031,D_3660,Banani,Mohakhali,2024-07-20 00:03:00,2024-07-20 01:05:00,62,11.72,344.57,4.3,4.7,Canceled,Incorrect pickup location,Nagad
6027,R_206027,C_4062,D_3366,Savar,Farmgate,2024-07-29 04:17:00,2024-07-29 05:13:00,56,25.09,596.29,4.9,4.2,Canceled,Traffic,Cash
6028,R_206028,C_3561,D_3540,Cantonment,Savar,2024-06-20 23:37:00,2024-06-21 00:27:00,50,20.38,454.18,4.2,4.5,Canceled,Traffic,Cash
6029,R_206029,C_2883,D_3042,Farmgate,Dhanmondi,2024-04-17 04:50:00,2024-04-17 05:29:00,39,15.61,429.48,4.6,3,Completed,,Card
6030,R_206030,C_3050,D_3161,Uttara,Mirpur,2024-03-20 14:47:00,2024-03-20 15:12:00,25,5.92,193.3,3.6,4.9,Completed,,Card
6031,R_206031,C_2769,D_3274,Baridhara,Khilgaon,2024-02-09 23:52:00,2024-02-10 00:56:00,64,22.74,601.37,3.3,4.3,Canceled,Customer changed mind,Card
6032,R_206032,C_4382,D_3469,Khilgaon,Uttara,2024-03-30 22:40:00,2024-03-30 23:35:00,55,15.98,380.55,4.2,3.5,Completed,,bKash
6033,R_206033,C_3274,D_3608,Old Dhaka,Farmgate,2024-04-28 15:48:00,2024-04-28 15:56:00,8,3.37,121.3,4.5,4.6,Completed,,Nagad
6034,R_206034,C_3359,D_3530,Bashundhara R/A,Old Dhaka,2024-04-12 22:34:00,2024-04-12 23:31:00,57,15.76,341.83,5,5,Completed,,Card
6035,R_206035,C_3752,D_3565,Cantonment,Mohakhali,2024-01-14 09:46:00,2024-01-14 10:23:00,37,15.04,313.47,3.1,3.7,Completed,,bKash
6036,R_206036,C_3926,D_3205,Bashundhara R/A,Uttara,2024-02-26 18:33:00,2024-02-26 19:40:00,67,19.03,609.75,4.5,4.9,Completed,,Card
6037,R_206037,C_2449,D_3319,Uttara,Motijheel,2024-09-04 03:45:00,2024-09-04 03:52:00,7,2.98,123.16,4.2,4.4,Completed,,bKash
6038,R_206038,C_3296,D_3507,Farmgate,Bashundhara R/A,2024-09-21 12:22:00,2024-09-21 13:01:00,39,15.28,364.68,4.9,3.3,Completed,,Pathao Pay
6039,R_206039,C_3438,D_3483,Banani,Baridhara,2024-05-27 19:56:00,2024-05-27 20:53:00,57,15.51,397.01,4.2,3.8,Completed,,Nagad
6040,R_206040,C_4315,D_3522,Gulshan,Baridhara,2024-12-05 21:02:00,2024-12-05 21:58:00,56,18.88,562.82,3.8,3.9,Completed,,Cash
6041,R_206041,C_3314,D_3420,Khilgaon,Dhanmondi,2024-12-22 03:12:00,2024-12-22 04:03:00,51,17.08,406.44,4.2,3.9,Canceled,Long waiting time,Nagad
6042,R_206042,C_2200,D_3035,Baridhara,Savar,2024-12-22 18:31:00,2024-12-22 18:48:00,17,4.16,110.16,3.7,3.1,Completed,,Card
6043,R_206043,C_3281,D_3575,Motijheel,Bashundhara R/A,2024-02-19 05:51:00,2024-02-19 06:43:00,52,22.2,504.26,3.1,4.6,Completed,,Nagad
